Time (s),1_pre,,,Time (s),1_post,,,Time (s),2_pre,,,Time (s),2_post,3_post,,,Time (s),3_pre,,,Time (s),4_pre,4_post,,,Time (s),5_pre,5_post,6_pre,,,Time (s),6_post,7_pre,7_post,8_pre,8_post,,,Time (s),9_pre,,,Time (s),9_post,,,Time (s),10_pre,,,Time (s),10_post,,,Time (s),11_pre,,,Time (s),11_post
4.29,-0.0205,,,4.29,0.0511,,,4.29,-0.0921,,,4.29,-0.0241,-0.0082,,,4.29,0.064,,,4.29,0.0684,-0.0015,,,4.29,-0.2322,-0.0739,-0.0947,,,4.29,0.0364,0.0412,0.0429,0.059,0.1295,,,4.29,0.1353,,,4.29,-0.1926,,,4.29,0.0336,,,4.29,-0.0397,,,4.29,0.0656,,,4.29,0.0181
4.3,-0.0124,,,4.3,0.0594,,,4.3,-0.0261,,,4.3,-0.005,-0.0082,,,4.3,0.0582,,,4.3,0.0601,0.0137,,,4.3,-0.2107,-0.0205,-0.1003,,,4.3,-0.021,-0.0808,0.1579,-0.0261,0.0579,,,4.3,-0.3128,,,4.3,0.1425,,,4.3,0.0551,,,4.3,-0.0331,,,4.3,0.0031,,,4.3,-0.01
4.31,0.0765,,,4.31,0.0684,,,4.31,0.0007,,,4.31,-0.0277,-0.0002,,,4.31,0.043,,,4.31,0.0347,-0.0077,,,4.31,-0.0879,-0.0981,-0.0641,,,4.31,-0.0071,0.0167,-0.0887,0.0502,0.1289,,,4.31,-0.0554,,,4.31,-0.0428,,,4.31,0.0028,,,4.31,-0.0284,,,4.31,0.0727,,,4.31,0.0425
4.32,0.0401,,,4.32,0.0191,,,4.32,0.0122,,,4.32,-0.0519,0.0563,,,4.32,-0.0157,,,4.32,0.0451,0.0203,,,4.32,-0.0694,-0.1041,-0.086,,,4.32,-0.0258,0.1537,0.1204,-0.0076,0.003,,,4.32,-0.0573,,,4.32,0.032,,,4.32,0.0647,,,4.32,0.0286,,,4.32,0.0381,,,4.32,0.0641
4.33,0.0891,,,4.33,0.0054,,,4.33,0.0195,,,4.33,0.0067,0.0364,,,4.33,0.0337,,,4.33,0.0507,-0.0084,,,4.33,-0.0415,0.0038,-0.0802,,,4.33,-0.0092,0.0459,-0.0281,0.0035,0.0103,,,4.33,0.1418,,,4.33,0.1007,,,4.33,-0.0199,,,4.33,0.1244,,,4.33,0.0094,,,4.33,0.0765
4.34,0.0309,,,4.34,0.076,,,4.34,-0.0118,,,4.34,-0.0358,0.0665,,,4.34,0.0804,,,4.34,0.0605,-0.0235,,,4.34,-0.0786,-0.0657,-0.0755,,,4.34,-0.0533,-0.2056,-0.0255,0.032,-0.0319,,,4.34,0.0975,,,4.34,-0.1243,,,4.34,-0.021,,,4.34,0.0248,,,4.34,0.0287,,,4.34,0.0537
4.35,0.0312,,,4.35,0.0592,,,4.35,-0.0041,,,4.35,-0.0137,0.0712,,,4.35,-0.0181,,,4.35,0.0008,-0.0363,,,4.35,-0.044,-0.0146,-0.0632,,,4.35,-0.0148,-0.1768,0.0865,-0.1702,-0.0572,,,4.35,0.0548,,,4.35,0.2327,,,4.35,-0.063,,,4.35,0.0326,,,4.35,0.0153,,,4.35,0.1004
4.36,0.0683,,,4.36,0.0603,,,4.36,-0.03,,,4.36,-0.0598,0.0286,,,4.36,-0.0282,,,4.36,0.0211,0.0155,,,4.36,-0.0947,-0.1467,-0.0842,,,4.36,-0.0709,-0.0363,0.0383,0.1195,-0.0457,,,4.36,0.1297,,,4.36,0.0323,,,4.36,-0.03,,,4.36,0.0902,,,4.36,0.0929,,,4.36,0.0995
4.37,0.0002,,,4.37,0.0403,,,4.37,0.0608,,,4.37,-0.0166,-0.005,,,4.37,-0.0246,,,4.37,0.0164,0.0056,,,4.37,0.0194,-0.0758,-0.0285,,,4.37,-0.0256,0.1284,-0.1382,-0.1518,0.121,,,4.37,-0.2499,,,4.37,0.2056,,,4.37,-0.0193,,,4.37,0.1374,,,4.37,0.0549,,,4.37,0.0861
4.38,-0.0458,,,4.38,0.097,,,4.38,0.0294,,,4.38,0.0553,-0.0727,,,4.38,-0.0795,,,4.38,-0.0027,0.0491,,,4.38,-0.0434,-0.0272,-0.0662,,,4.38,-0.0634,-0.0296,0.0519,0.0107,0.0683,,,4.38,-0.1145,,,4.38,0.0735,,,4.38,-0.0099,,,4.38,0.184,,,4.38,0.0399,,,4.38,-0.0554
4.39,0.021,,,4.39,0.0308,,,4.39,0.013,,,4.39,0.0137,0.0114,,,4.39,-0.0291,,,4.39,0.0411,-0.0052,,,4.39,-0.0896,0.0694,-0.0023,,,4.39,-0.0535,-0.0356,-0.0444,-0.0523,-0.0369,,,4.39,0.1633,,,4.39,0.2437,,,4.39,-0.0246,,,4.39,0.1194,,,4.39,-0.017,,,4.39,-0.0482
4.4,-0.0262,,,4.4,0.0265,,,4.4,-0.0452,,,4.4,0.0014,-0.0283,,,4.4,-0.0352,,,4.4,0.0122,0.0258,,,4.4,-0.1173,0.0389,0.0098,,,4.4,-0.0597,0.1692,-0.0507,-0.0153,-0.038,,,4.4,0.0724,,,4.4,0.0316,,,4.4,-0.0236,,,4.4,0.0127,,,4.4,-0.0375,,,4.4,0.0033
4.41,0.0021,,,4.41,0.0621,,,4.41,0.0463,,,4.41,-0.0077,-0.0277,,,4.41,-0.0324,,,4.41,-0.0034,-0.013,,,4.41,-0.0567,0.0008,0.0511,,,4.41,-0.0909,0.0255,0.036,0.0329,0.0858,,,4.41,0.1372,,,4.41,0.0257,,,4.41,-0.0319,,,4.41,0.0376,,,4.41,-0.0562,,,4.41,-0.0349
4.42,-0.0533,,,4.42,0.074,,,4.42,0.0341,,,4.42,-0.0102,-0.0057,,,4.42,-0.0685,,,4.42,-0.0323,0.0055,,,4.42,-0.1244,-0.0163,0.0093,,,4.42,-0.1209,-0.1615,0.0023,-0.0522,0.0848,,,4.42,-0.0652,,,4.42,-0.2985,,,4.42,-0.0469,,,4.42,0.0792,,,4.42,0.0361,,,4.42,-0.0248
4.43,-0.0218,,,4.43,0.0814,,,4.43,0.0487,,,4.43,0.0143,-0.0784,,,4.43,0.0117,,,4.43,0.0372,0.0257,,,4.43,-0.2178,0.044,0.0052,,,4.43,-0.1211,-0.0661,-0.0188,-0.1423,0.1419,,,4.43,0.0079,,,4.43,-0.2317,,,4.43,-0.0281,,,4.43,-0.0543,,,4.43,-0.0287,,,4.43,0.0024
4.44,0.0018,,,4.44,0.0783,,,4.44,0.0671,,,4.44,0.0384,-0.0806,,,4.44,-0.0657,,,4.44,-0.0257,0.0078,,,4.44,-0.0923,0.0163,-0.0131,,,4.44,-0.0855,0.0706,-0.0023,0.08,-0.053,,,4.44,0.0714,,,4.44,-0.5178,,,4.44,-0.0266,,,4.44,0.0214,,,4.44,-0.0501,,,4.44,0.0182
4.45,-0.0093,,,4.45,0.1178,,,4.45,0.0407,,,4.45,0.0427,-0.0836,,,4.45,-0.0072,,,4.45,-0.0391,0.0331,,,4.45,-0.2352,0.0637,-0.0366,,,4.45,-0.0549,0.0209,-0.0766,0.0645,0.0798,,,4.45,0.0559,,,4.45,-0.1145,,,4.45,-0.0711,,,4.45,-0.0031,,,4.45,-0.0976,,,4.45,-0.0088
4.46,0.0375,,,4.46,-0.0097,,,4.46,0.0063,,,4.46,0.0657,-0.0691,,,4.46,-0.0683,,,4.46,0.0128,0.0264,,,4.46,-0.1516,0.03,-0.0689,,,4.46,-0.03,-0.0201,-0.0714,0.1727,0.0128,,,4.46,0.1469,,,4.46,0.0826,,,4.46,-0.0228,,,4.46,0.0775,,,4.46,-0.0768,,,4.46,0.0143
4.47,0.0451,,,4.47,0.0241,,,4.47,0.0309,,,4.47,0.0023,-0.0515,,,4.47,-0.0279,,,4.47,-0.025,0.0391,,,4.47,-0.129,-0.0115,-0.0782,,,4.47,0.0228,-0.0118,-0.0768,0.0858,-0.0575,,,4.47,-0.0674,,,4.47,-0.131,,,4.47,-0.0318,,,4.47,0.0368,,,4.47,-0.0355,,,4.47,0.0187
4.48,-0.0741,,,4.48,0.0622,,,4.48,0.0326,,,4.48,0.0732,-0.0665,,,4.48,-0.0532,,,4.48,-0.0111,0.0209,,,4.48,-0.0811,0.0273,-0.06,,,4.48,0.0238,0.0515,-0.0214,0.0504,-0.2148,,,4.48,-0.1617,,,4.48,0.0594,,,4.48,-0.1029,,,4.48,0.034,,,4.48,-0.0212,,,4.48,-0.0358
4.49,-0.0483,,,4.49,0.0249,,,4.49,-0.0442,,,4.49,0.0239,-0.0495,,,4.49,-0.0439,,,4.49,-0.0299,0.0333,,,4.49,-0.0902,0.0762,-0.048,,,4.49,0.0712,-0.044,-0.0882,0.0736,0.2382,,,4.49,0.1315,,,4.49,-0.1317,,,4.49,-0.0816,,,4.49,0.0648,,,4.49,0.0136,,,4.49,0.0618
4.5,-0.0585,,,4.5,0.0047,,,4.5,0.1017,,,4.5,0.0706,0.0206,,,4.5,-0.0227,,,4.5,-0.0021,0.0086,,,4.5,-0.0969,-0.037,-0.0127,,,4.5,0.0612,-0.0617,-0.0002,-0.0173,0.1466,,,4.5,0.0418,,,4.5,-0.0235,,,4.5,-0.0474,,,4.5,0.0173,,,4.5,0.0632,,,4.5,-0.0114
4.51,-0.11,,,4.51,-0.0267,,,4.51,-0.0025,,,4.51,-0.0017,0.0416,,,4.51,-0.0472,,,4.51,-0.0127,-0.0383,,,4.51,-0.0787,-0.1323,-0.0469,,,4.51,0.0733,0.0995,0.0258,0.0707,0.0794,,,4.51,0.251,,,4.51,-0.1427,,,4.51,-0.1123,,,4.51,0.0836,,,4.51,0.0003,,,4.51,0.0178
4.52,-0.065,,,4.52,0.0115,,,4.52,0.0227,,,4.52,-0.0066,0.0327,,,4.52,0.0147,,,4.52,-0.0268,-0.0155,,,4.52,0.0171,-0.0948,-0.027,,,4.52,0.0964,0.0475,0.012,-0.0076,0.0806,,,4.52,0.2434,,,4.52,-0.1549,,,4.52,-0.1119,,,4.52,0.0831,,,4.52,0.0386,,,4.52,0.0442
4.53,-0.0147,,,4.53,0.0563,,,4.53,0.0344,,,4.53,0.051,-0.0083,,,4.53,-0.0812,,,4.53,-0.0088,0.0091,,,4.53,-0.0049,-0.1068,-0.055,,,4.53,0.0884,0.124,-0.0065,-0.1111,0.0443,,,4.53,-0.1032,,,4.53,0.1053,,,4.53,-0.1538,,,4.53,0.1118,,,4.53,0.0657,,,4.53,-0.0243
4.54,-0.0505,,,4.54,-0.0821,,,4.54,0.0204,,,4.54,0.0032,-0.0321,,,4.54,-0.0806,,,4.54,-0.0283,0.0058,,,4.54,-0.0223,-0.1597,-0.0128,,,4.54,0.053,-0.0193,0.1178,0.1037,-0.0292,,,4.54,0.1852,,,4.54,0.2422,,,4.54,-0.2067,,,4.54,-0.0216,,,4.54,0.0217,,,4.54,0.0688
4.55,-0.0161,,,4.55,0.0105,,,4.55,0.031,,,4.55,-0.0001,-0.0079,,,4.55,-0.1198,,,4.55,-0.0187,-0.0039,,,4.55,0.0237,-0.1485,-0.0286,,,4.55,0.0619,0.0185,-0.0267,0.0507,-0.0634,,,4.55,-0.0254,,,4.55,0.0353,,,4.55,-0.2305,,,4.55,0.0086,,,4.55,0.0393,,,4.55,-0.0048
4.56,-0.0104,,,4.56,-0.0255,,,4.56,0.0028,,,4.56,-0.0019,-0.0834,,,4.56,-0.0322,,,4.56,0.0116,0.0466,,,4.56,0.0823,-0.0559,0.0193,,,4.56,-0.0098,-0.0414,-0.0483,0.0098,0.0627,,,4.56,0.0571,,,4.56,0.1416,,,4.56,-0.184,,,4.56,0.0836,,,4.56,0.0895,,,4.56,-0.0182
4.57,-0.0193,,,4.57,-0.0445,,,4.57,-0.0211,,,4.57,0.043,-0.0465,,,4.57,0.0416,,,4.57,0.0093,0.0203,,,4.57,0.0577,-0.0336,0.0436,,,4.57,-0.0059,-0.0761,-0.0414,-0.2106,0.1065,,,4.57,-0.1154,,,4.57,0.1114,,,4.57,-0.2193,,,4.57,0.0103,,,4.57,0.0426,,,4.57,-0.0872
4.58,-0.0711,,,4.58,-0.0245,,,4.58,0.0621,,,4.58,0.0678,-0.0077,,,4.58,-0.0094,,,4.58,-0.0316,0.0183,,,4.58,0.0223,-0.0183,0.0212,,,4.58,-0.0115,-0.1372,0.0765,-0.0957,0.078,,,4.58,0.0443,,,4.58,0.3203,,,4.58,-0.2057,,,4.58,-0.0948,,,4.58,-0.0447,,,4.58,-0.0509
4.59,-0.0648,,,4.59,-0.0493,,,4.59,0.0179,,,4.59,0.0429,-0.0064,,,4.59,-0.0486,,,4.59,0.0001,-0.0034,,,4.59,0.1026,0.0221,-0.0091,,,4.59,-0.024,-0.0626,-0.1278,-0.0175,-0.0806,,,4.59,0.0035,,,4.59,-0.0006,,,4.59,-0.2596,,,4.59,-0.0618,,,4.59,-0.0713,,,4.59,-0.0699
4.6,-0.0786,,,4.6,-0.0706,,,4.6,-0.0467,,,4.6,0.0344,-0.0711,,,4.6,-0.0596,,,4.6,-0.0163,0.0212,,,4.6,0.0671,0.0205,0.0032,,,4.6,-0.0817,-0.0442,0.08,0.0035,0.0493,,,4.6,-0.071,,,4.6,0.2273,,,4.6,-0.2243,,,4.6,-0.0381,,,4.6,-0.0273,,,4.6,-0.065
4.61,-0.0434,,,4.61,-0.06,,,4.61,0.0043,,,4.61,-0.0207,-0.0532,,,4.61,0.0172,,,4.61,-0.0154,0.0239,,,4.61,-0.0037,0.0288,0.0112,,,4.61,-0.0627,0.1723,-0.0579,-0.0593,-0.0237,,,4.61,-0.0626,,,4.61,0.1413,,,4.61,-0.1408,,,4.61,-0.0752,,,4.61,-0.0176,,,4.61,0.0535
4.62,-0.0431,,,4.62,-0.0556,,,4.62,-0.0246,,,4.62,-0.0004,-0.1008,,,4.62,-0.0113,,,4.62,-0.017,0.0048,,,4.62,-0.0401,0.0346,0.011,,,4.62,-0.0988,0.1039,0.1807,-0.0165,-0.0366,,,4.62,0.1803,,,4.62,-0.1976,,,4.62,-0.1272,,,4.62,-0.1079,,,4.62,-0.1027,,,4.62,-0.0308
4.63,-0.0409,,,4.63,-0.0226,,,4.63,-0.0226,,,4.63,0.0662,0.0079,,,4.63,0.0128,,,4.63,-0.0347,0.0175,,,4.63,-0.0606,0.0216,-0.0022,,,4.63,-0.0979,-0.0234,-0.0086,0.1247,-0.0643,,,4.63,-0.1101,,,4.63,-0.1857,,,4.63,-0.1206,,,4.63,-0.058,,,4.63,-0.012,,,4.63,-0.0905
4.64,-0.0754,,,4.64,-0.1172,,,4.64,-0.0342,,,4.64,-0.008,-0.0213,,,4.64,-0.0265,,,4.64,-0.0005,0.04,,,4.64,-0.0571,0.0214,0.0311,,,4.64,-0.145,0.011,0.0615,-0.0295,0.092,,,4.64,-0.0206,,,4.64,-0.1041,,,4.64,-0.0981,,,4.64,-0.0232,,,4.64,0.0395,,,4.64,-0.1034
4.65,-0.0133,,,4.65,0.0001,,,4.65,-0.0081,,,4.65,0.0536,-0.058,,,4.65,0.0506,,,4.65,-0.0293,-0.0025,,,4.65,-0.0064,0.0257,0.0122,,,4.65,-0.1317,-0.041,-0.1297,0.1185,-0.091,,,4.65,-0.0245,,,4.65,-0.27,,,4.65,-0.0654,,,4.65,-0.0439,,,4.65,0.0017,,,4.65,-0.0787
4.66,-0.0052,,,4.66,-0.0263,,,4.66,0.0739,,,4.66,-0.0071,0.0532,,,4.66,0.0542,,,4.66,0.0046,-0.0142,,,4.66,-0.082,0.0219,0.0299,,,4.66,-0.0504,-0.0354,0.1344,0.0392,-0.1145,,,4.66,-0.1463,,,4.66,-0.2099,,,4.66,-0.0186,,,4.66,0.0187,,,4.66,-0.0486,,,4.66,-0.0424
4.67,-0.0055,,,4.67,-0.0399,,,4.67,-0.0404,,,4.67,0.0503,0.0663,,,4.67,0.0713,,,4.67,-0.0204,-0.0345,,,4.67,0.0089,0.0387,0.01,,,4.67,-0.0548,0.0839,-0.0426,0.0476,-0.0986,,,4.67,-0.2733,,,4.67,-0.1211,,,4.67,0.0091,,,4.67,0.1053,,,4.67,-0.0178,,,4.67,-0.0227
4.68,-0.0291,,,4.68,-0.0403,,,4.68,0.0132,,,4.68,0.0214,0.0413,,,4.68,0.0439,,,4.68,-0.0675,-0.0236,,,4.68,0.0869,0.0124,0.0788,,,4.68,0.0219,-0.0839,0.0218,0.0035,0.0308,,,4.68,0.1865,,,4.68,-0.2566,,,4.68,0.0377,,,4.68,0.0182,,,4.68,-0.0403,,,4.68,-0.0315
4.69,-0.0483,,,4.69,-0.0577,,,4.69,0.0124,,,4.69,0.0929,-0.0129,,,4.69,0.1035,,,4.69,-0.0362,-0.0051,,,4.69,0.1461,0.0778,0.0574,,,4.69,0.0279,-0.2279,-0.043,0.0223,-0.1391,,,4.69,-0.0596,,,4.69,-0.123,,,4.69,0.0611,,,4.69,0.0692,,,4.69,-0.027,,,4.69,-0.016
4.7,0.0205,,,4.7,-0.0881,,,4.7,0.0051,,,4.7,0.0428,-0.0276,,,4.7,0.0427,,,4.7,-0.0002,-0.0046,,,4.7,0.1017,0.0242,0.0701,,,4.7,0.0695,-0.1207,0.0541,-0.0396,-0.1724,,,4.7,-0.179,,,4.7,-0.0672,,,4.7,0.0959,,,4.7,0.0836,,,4.7,-0.0316,,,4.7,-0.0032
4.71,-0.0209,,,4.71,-0.0532,,,4.71,0.0174,,,4.71,0.0046,-0.034,,,4.71,-0.0028,,,4.71,-0.0047,0.0385,,,4.71,0.0758,0.0648,0.084,,,4.71,0.0836,-0.0594,-0.0179,0.046,0.0573,,,4.71,-0.0256,,,4.71,0.0698,,,4.71,0.1018,,,4.71,0.1333,,,4.71,0.008,,,4.71,0.0416
4.72,0.0291,,,4.72,0.0264,,,4.72,-0.0042,,,4.72,0.0528,-0.0519,,,4.72,0.0041,,,4.72,-0.035,0.0023,,,4.72,0.0969,0.0574,0.0983,,,4.72,0.0966,0.0654,0.07,0.0484,-0.1374,,,4.72,0.0095,,,4.72,-0.0152,,,4.72,0.1232,,,4.72,0.0912,,,4.72,0.0913,,,4.72,0.0856
4.73,0.009,,,4.73,-0.0475,,,4.73,0.0379,,,4.73,0.0095,-0.0626,,,4.73,-0.001,,,4.73,-0.056,-0.0063,,,4.73,0.0416,0.0086,0.1335,,,4.73,0.1202,0.0933,-0.0169,0.1199,-0.0962,,,4.73,-0.0022,,,4.73,-0.1058,,,4.73,0.1076,,,4.73,0.0508,,,4.73,-0.0236,,,4.73,-0.0074
4.74,0.0185,,,4.74,-0.0401,,,4.74,-0.0087,,,4.74,0.0155,-0.0749,,,4.74,0.0168,,,4.74,-0.0355,-0.0324,,,4.74,0.0317,0.0771,0.0721,,,4.74,0.1208,0.0389,0.0884,0.0112,-0.0618,,,4.74,0.0192,,,4.74,0.0745,,,4.74,0.1119,,,4.74,0.1124,,,4.74,0.0279,,,4.74,-0.0067
4.75,0.0497,,,4.75,-0.1173,,,4.75,0.0106,,,4.75,-0.0129,-0.035,,,4.75,-0.0322,,,4.75,-0.0269,-0.0129,,,4.75,0.0913,0.0622,0.0298,,,4.75,0.0915,-0.1097,0.1033,0.1676,0.1054,,,4.75,0.0521,,,4.75,-0.2005,,,4.75,0.1655,,,4.75,0.1241,,,4.75,0.0551,,,4.75,0.0007
4.76,0.0302,,,4.76,0.0078,,,4.76,0.0102,,,4.76,-0.0121,-0.0706,,,4.76,0.0502,,,4.76,-0.0122,0.0008,,,4.76,0.1553,0.0032,-0.0364,,,4.76,0.085,-0.0335,-0.0439,-0.0607,-0.0473,,,4.76,0.294,,,4.76,0.1621,,,4.76,0.1101,,,4.76,0.0986,,,4.76,0.0741,,,4.76,-0.0163
4.77,0.0545,,,4.77,-0.0199,,,4.77,-0.0409,,,4.77,0.0023,-0.0755,,,4.77,-0.0088,,,4.77,-0.0354,0.0068,,,4.77,0.0457,0.0236,-0.046,,,4.77,0.0147,0.0609,0.0116,0.0058,-0.0515,,,4.77,0.0605,,,4.77,0.0215,,,4.77,0.1707,,,4.77,0.1234,,,4.77,0.0285,,,4.77,0.0324
4.78,-0.0132,,,4.78,-0.0324,,,4.78,-0.0443,,,4.78,-0.0065,-0.0082,,,4.78,0.0304,,,4.78,-0.0059,0.0053,,,4.78,0.0449,-0.0239,-0.0413,,,4.78,0.0593,-0.1466,-0.0522,0.048,0.0157,,,4.78,-0.2827,,,4.78,0.0136,,,4.78,0.1297,,,4.78,0.0365,,,4.78,-0.0004,,,4.78,-0.0113
4.79,0.0318,,,4.79,-0.0277,,,4.79,-0.0093,,,4.79,-0.0619,0.0423,,,4.79,0.0456,,,4.79,-0.0244,0.023,,,4.79,0.1199,-0.0151,-0.0192,,,4.79,0.0649,-0.1412,0.0946,0.073,0.0617,,,4.79,0.1457,,,4.79,0.0431,,,4.79,0.1335,,,4.79,0.0354,,,4.79,0.0184,,,4.79,-0.0185
4.8,0.0095,,,4.8,-0.0442,,,4.8,0.0137,,,4.8,0.0197,-0.0085,,,4.8,0.0116,,,4.8,-0.0025,-0.0246,,,4.8,0.1,0.0387,-0.0307,,,4.8,0.0083,0.1092,0.0602,0.0504,-0.1291,,,4.8,0.006,,,4.8,0.1524,,,4.8,0.0637,,,4.8,0.0298,,,4.8,0.0186,,,4.8,-0.032
4.81,0.0045,,,4.81,-0.0138,,,4.81,-0.0113,,,4.81,-0.0186,-0.0268,,,4.81,0.0409,,,4.81,-0.0015,-0.035,,,4.81,0.0495,0.0574,-0.0125,,,4.81,0.0517,0.011,0.1208,0.0309,0.0124,,,4.81,0.2049,,,4.81,0.0549,,,4.81,0.0531,,,4.81,-0.0281,,,4.81,-0.0241,,,4.81,-0.0076
4.82,0.0187,,,4.82,-0.0389,,,4.82,-0.051,,,4.82,0.0594,-0.0496,,,4.82,0.028,,,4.82,0.0228,-0.0025,,,4.82,0.1179,0.0783,0.0016,,,4.82,-0.0028,-0.0585,0.0609,0.1086,-0.0196,,,4.82,0.1064,,,4.82,0.0547,,,4.82,0.0701,,,4.82,-0.0683,,,4.82,0.048,,,4.82,-0.004
4.83,0.0936,,,4.83,-0.0631,,,4.83,-0.0109,,,4.83,-0.0241,-0.0728,,,4.83,0.0638,,,4.83,-0.0153,-0.0218,,,4.83,0.1267,0.0863,0.0577,,,4.83,-0.0218,-0.0057,-0.0451,-0.0945,0.1008,,,4.83,0.2536,,,4.83,-0.3564,,,4.83,0.0729,,,4.83,-0.0378,,,4.83,-0.0626,,,4.83,0.0581
4.84,0.0808,,,4.84,-0.0124,,,4.84,0.0252,,,4.84,0.0276,0.0468,,,4.84,0.0485,,,4.84,0.0353,-0.0253,,,4.84,0.0293,0.0199,0.0347,,,4.84,-0.0245,-0.0175,-0.0383,-0.024,0.0007,,,4.84,-0.011,,,4.84,-0.2301,,,4.84,0.0297,,,4.84,-0.0724,,,4.84,0.0004,,,4.84,0.0172
4.85,0.0168,,,4.85,-0.0018,,,4.85,-0.0036,,,4.85,0.038,-0.0109,,,4.85,0.0307,,,4.85,0.0513,-0.0174,,,4.85,0.027,0.0226,0.0252,,,4.85,-0.0748,0.2357,-0.0358,-0.0834,0.021,,,4.85,0.1344,,,4.85,-0.0347,,,4.85,0.0055,,,4.85,0.0029,,,4.85,0.0255,,,4.85,0.0544
4.86,-0.0214,,,4.86,0.0583,,,4.86,-0.0243,,,4.86,-0.014,-0.043,,,4.86,0.0609,,,4.86,0.0374,-0.0074,,,4.86,-0.0087,-0.063,0.01,,,4.86,-0.0708,0.0259,-0.1018,0.0737,-0.0518,,,4.86,-0.3737,,,4.86,-0.1622,,,4.86,0.0229,,,4.86,0.0408,,,4.86,0.0027,,,4.86,0.0281
4.87,0.0141,,,4.87,0.0077,,,4.87,0.0183,,,4.87,0.0142,0.0112,,,4.87,-0.0227,,,4.87,0.036,-0.003,,,4.87,-0.0551,-0.037,-0.0116,,,4.87,-0.0838,0.0522,-0.0227,0.1,0.0627,,,4.87,0.2617,,,4.87,-0.2177,,,4.87,0.0697,,,4.87,-0.0628,,,4.87,0.0721,,,4.87,0.0215
4.88,-0.0495,,,4.88,0.0108,,,4.88,0.0263,,,4.88,0.0255,-0.026,,,4.88,0.0426,,,4.88,0.0363,0.0249,,,4.88,-0.085,-0.022,0.0375,,,4.88,-0.0775,-0.096,-0.0525,0.1539,-0.0765,,,4.88,0.1652,,,4.88,-0.068,,,4.88,0.0779,,,4.88,0.0013,,,4.88,-0.0325,,,4.88,0.0891
4.89,-0.0016,,,4.89,0.0297,,,4.89,0.0405,,,4.89,-0.0214,0.018,,,4.89,0.1084,,,4.89,0.0226,0.0186,,,4.89,0.0092,-0.0452,0.0367,,,4.89,-0.0313,0.0332,0.0677,-0.0731,0.0593,,,4.89,-0.006,,,4.89,-0.0436,,,4.89,-0.0136,,,4.89,-0.0224,,,4.89,0.0143,,,4.89,0.0407
4.9,-0.0249,,,4.9,0.0482,,,4.9,0.0039,,,4.9,0.0075,0.006,,,4.9,0.0442,,,4.9,0.0003,0.0055,,,4.9,0.094,-0.0338,0.0304,,,4.9,0.0441,0.2061,0.0026,0.0241,-0.0137,,,4.9,-0.1067,,,4.9,-0.23,,,4.9,-0.0487,,,4.9,-0.0582,,,4.9,-0.0067,,,4.9,0.0779
4.91,-0.0047,,,4.91,0.0186,,,4.91,0.0212,,,4.91,0.0358,-0.0191,,,4.91,0.0226,,,4.91,0.0088,0.0048,,,4.91,-0.0027,-0.0921,0.037,,,4.91,0.0574,0.0526,-0.0777,-0.156,-0.0737,,,4.91,0.0265,,,4.91,0.3141,,,4.91,-0.0402,,,4.91,-0.1138,,,4.91,-0.0618,,,4.91,0.0126
4.92,0.0733,,,4.92,0.0583,,,4.92,-0.03,,,4.92,0.0414,-0.025,,,4.92,0.0252,,,4.92,-0.0269,0.0382,,,4.92,0.0295,-0.0646,0.0677,,,4.92,0.0287,0.0356,0.0123,0.0064,0.0587,,,4.92,0.2102,,,4.92,0.049,,,4.92,-0.0121,,,4.92,-0.0861,,,4.92,-0.0175,,,4.92,-0.0283
4.93,0.0072,,,4.93,0.0488,,,4.93,-0.0553,,,4.93,-0.0558,0.0127,,,4.93,0.02,,,4.93,0.0206,0.0014,,,4.93,0.0596,-0.042,0.0092,,,4.93,0.0621,-0.0893,0.0003,-0.1949,0.0099,,,4.93,0.1577,,,4.93,0.03,,,4.93,-0.0262,,,4.93,-0.024,,,4.93,0.0069,,,4.93,-0.0324
4.94,0.0031,,,4.94,0.058,,,4.94,-0.0091,,,4.94,-0.0072,-0.0148,,,4.94,-0.0339,,,4.94,-0.012,-0.0209,,,4.94,0.0833,-0.0911,0.0608,,,4.94,0.0771,0.0484,-0.1151,-0.0484,0.1046,,,4.94,0.0056,,,4.94,0.2125,,,4.94,-0.0587,,,4.94,-0.113,,,4.94,-0.0176,,,4.94,0.01
4.95,-0.0616,,,4.95,0.0476,,,4.95,-0.015,,,4.95,-0.0247,-0.0526,,,4.95,0.0136,,,4.95,-0.0187,0.0027,,,4.95,0.0957,-0.0466,0.0491,,,4.95,0.0525,0.0469,0.0648,-0.1559,0.0198,,,4.95,-0.0662,,,4.95,0.0432,,,4.95,-0.0145,,,4.95,-0.0251,,,4.95,0.0103,,,4.95,-0.0275
4.96,0.0164,,,4.96,0.0832,,,4.96,-0.0164,,,4.96,-0.0558,0.0458,,,4.96,-0.0752,,,4.96,-0.0149,0.0128,,,4.96,0.0679,-0.0747,0.0269,,,4.96,0.1175,0.0019,0.0215,-0.0902,0.0586,,,4.96,-0.1528,,,4.96,0.0696,,,4.96,-0.0382,,,4.96,-0.0002,,,4.96,-0.0175,,,4.96,-0.0155
